"","CrimeID","Month","Reportedby","Fallswithin","Longitude","Latitude","Location","LSOAcode","LSOAname","Crimetype","Lastoutcomecategory","Context","Station","StationDistance","LocalAuthority","ISOMonth"
"1","","2012-04","City of London Police","City of London Police",-0.111497,51.51823,"On or near Pedestrian Subway","E01000914","Camden 028B","Anti-social behaviour","",NA,"Chancery Lane",0.0428262853097868,"Camden",2012-04-01
"2","1aced24f9ba8b13fcf264c84ae9801a4a6680c6efbc86c4bf6973b05b71c156f","2012-04","City of London Police","City of London Police",-0.111497,51.51823,"On or near Pedestrian Subway","E01000914","Camden 028B","Other theft","Investigation complete; no suspect identified",NA,"Chancery Lane",0.0428262853097868,"Camden",2012-04-01
"3","","2012-04","City of London Police","City of London Police",-0.097409,51.52114,"On or near Goswell Road","E01000001","City of London 001A","Anti-social behaviour","",NA,"Barbican",0.10487164566391,"City of London",2012-04-01
"4","","2012-04","City of London Police","City of London Police",-0.097562,51.51886,"On or near Parking Area","E01000001","City of London 001A","Anti-social behaviour","",NA,"Barbican",0.151036284394236,"City of London",2012-04-01
"5","","2012-04","City of London Police","City of London Police",-0.097562,51.51886,"On or near Parking Area","E01000001","City of London 001A","Anti-social behaviour","",NA,"Barbican",0.151036284394236,"City of London",2012-04-01
"6","","2012-04","City of London Police","City of London Police",-0.097736,51.52021,"On or near Conference/Exhibition Centre","E01000001","City of London 001A","Anti-social behaviour","",NA,"Barbican",0.00207996269294924,"City of London",2012-04-01
"7","","2012-04","City of London Police","City of London Police",-0.097277,51.51531,"On or near St Martin'S Le Grand","E01000001","City of London 001A","Anti-social behaviour","",NA,"St. Pauls",0.05621740875793,"City of London",2012-04-01
"8","652933211ca2bb7c2dbcf1b1a1544e0379facc6f2d47c44268ebf44812cd2f87","2012-04","City of London Police","City of London Police",-0.097334,51.52157,"On or near Fann Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.152832989295049,"City of London",2012-04-01
"9","24c4f9288aa2015a77ec9efbfe4ec5bd3f01c2f5f99fb1af8c032280c8a81a33","2012-04","City of London Police","City of London Police",-0.098062,51.51758,"On or near Montague Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.294058152011886,"City of London",2012-04-01
"10","968100f54b6360ad11af16aad7612709c2cac3172848ec843343c474553aab87","2012-04","City of London Police","City of London Police",-0.098062,51.51758,"On or near Montague Street","E01000001","City of London 001A","Other theft","Offender sent to prison",NA,"Barbican",0.294058152011886,"City of London",2012-04-01
"11","3b77c42443ce716af43d842dc08408f658f1556372f0990524cb1172aec035ea","2012-04","City of London Police","City of London Police",-0.09596,51.51753,"On or near London Wall","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"St. Pauls",0.319354214797925,"City of London",2012-04-01
"12","b609e50130d9a62d5b1bfccd7104c7523b16a3e8427e88c2227e373d184c4c8e","2012-04","City of London Police","City of London Police",-0.097562,51.51886,"On or near Parking Area","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.151036284394236,"City of London",2012-04-01
"13","5cc5c7a9c50b0aa0ab2f713f15ebcbc6ede046b156050daccb5b384d29ec77b9","2012-04","City of London Police","City of London Police",-0.097736,51.52021,"On or near Conference/Exhibition Centre","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.00207996269294924,"City of London",2012-04-01
"14","38cbd2de1f468c7aa0e2ee70fc424f5fd58246188e34fa5abf11a51e61f5d0fe","2012-04","City of London Police","City of London Police",-0.098062,51.51758,"On or near Montague Street","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.294058152011886,"City of London",2012-04-01
"15","0c1534c5ce3be457d630a254fc828eb939ba1121f1bb630b07f9d649523005af","2012-04","City of London Police","City of London Police",-0.097562,51.51886,"On or near Parking Area","E01000001","City of London 001A","Other theft","Investigation complete; no suspect identified",NA,"Barbican",0.151036284394236,"City of London",2012-04-01
"16","e5e90be93105225255405acf026dcfb8fcbcf4fc892249bd4905df5e970f280d","2012-04","City of London Police","City of London Police",-0.097562,51.51886,"On or near Parking Area","E01000001","City of London 001A","Robbery","Investigation complete; no suspect identified",NA,"Barbican",0.151036284394236,"City of London",2012-04-01
"17","79d61f8e636d63d743991c374bc3e125988d852f61140ddfb999cda1f9ca6142","2012-04","City of London Police","City of London Police",-0.097277,51.51531,"On or near St Martin'S Le Grand","E01000001","City of London 001A","Shoplifting","Investigation complete; no suspect identified",NA,"St. Pauls",0.05621740875793,"City of London",2012-04-01
"18","b5dccef249134e71df6aab7ea9d97152935ce9b8f38c6b84432fd4b65f2bd747","2012-04","City of London Police","City of London Police",-0.097334,51.52157,"On or near Fann Street","E01000001","City of London 001A","Vehicle crime","Investigation complete; no suspect identified",NA,"Barbican",0.152832989295049,"City of London",2012-04-01
